CaseType,weighted_sum_trans_equity,female_male_ratio,gross_assets,liability_assets_ratio,oper_inc_net_inc_ratio,main_busi_net_inc_ratio,profit_net_inc_ratio,regis_capital,paidin_capital,certif,modify_times,tax_abnormal,register_type,economic_type,pnl_dummy,fair_value_change,oper_total_profit_ratio,total_profit,asset_re
3,448.2550417,1.873015873,,,,,,1000,1000,,11,1,8,195,1,0.970005557,-0.03480564,-181724.4635,127158039.8
2,,,,,,,,10000,10000,,2,0,19,238,1,-1.585050085,1.164749249,-146598.9582,0.264792394
3,,,,,,,,100,100,,,0,,,,,,,
3,,,,,,,,1000,1000,,,0,8,182,-0.6,-0.957248919,-0.4744969,-3113.373557,5252649.404
3,,2.388888889,528.528005,0.241817137,4.796916681,3.259364827,-8.047253129,1000,1000,,1,0,8,206,-0.2,-0.785579831,0.607099868,-4845.957267,7492500.332
3,,2.5,,,,,,100,0,,2,0,19,211,0,0.865313841,0.148560547,-239.505218,1.051469542
3,314.3575709,0.728535354,,,,,,500,0,,17,0,,,,,,,
3,,,,,,,,0,,,11,0,,,,,,,
2,,2.774074074,,,,,,10000,10000,,1,0,8,182,-0.666666667,-0.062384231,0.995007285,4943943.736,60182499.23
3,,,,,,,,50,10,,2,0,,,,,,,
3,,,,,,,,50,50,,8,0,,,,,,,
3,,,,,,,,0,0,,1,0,8,211,1,1.360399922,3.429769816,0.493437964,0.002995752
2,,,,,,,,1350,1350,,2,1,8,192,1,1.321948443,1.014033125,0.448071776,50000.18352
3,,,,,,,,200,,,,0,,,,,,,
1,,0.428308824,,,,,,56,,,7,0,,,,,,,
3,,,,,,,,3,3,,,0,8,55,,,,,
3,,,,,,,,10,10,,6,0,8,193,0.333333333,-1.699767563,0.358531042,-119973.4326,302763.2015
3,,,,,,,,3000,3000,,11,1,8,206,0.333333333,0.273396671,-0.739717752,0.397462372,1499989.685
3,,,,,,,,10,,,9,0,,,,,,,
1,,0.130091131,,,,,,30000,10000,,34,0,19,118,0.666666667,-0.815357605,1.009103139,7849831.683,774948166.9
3,,,,,,,,0,0,,,0,,,,,,,
3,,,,,,,,1000,0,,2,1,8,192,1,-0.027017563,-0.876681986,1.921400338,0.541979149
3,,0.611111111,1987.9822,0.000797133,0.196887813,-1.180564082,0.544488643,2000,2000,,,0,,,,,,,
3,,,,,,,,100,0,,,1,8,210,-1,0.372204316,-0.076510661,-1.023151991,-0.571895566
3,,1.125,,,,,,500,500,,7,0,19,206,-0.2,-0.487883087,-2.578177271,0.427567921,3000200.3
3,,,,,,,,10,0,,4,0,19,193,1,-0.900167553,-0.060563281,2.543992969,0.019215979
3,,,,,,,,150,0,,,0,19,210,1,-1.434574824,-1.45341306,0.207416549,1.072245423
3,,,,,,,,200,,,,0,19,138,1,1.635225925,0.85189469,-1.672679499,0.469629477
3,,0.666666667,,,,,,5000,5000,,17,0,8,174,0.5,0.697409521,0.38329657,-46779.34658,36753625.29
1,,,,,,,,100,100,,1,0,8,74,-1,,,,100000.061
1,,,,,,,,100,100,,1,0,8,74,-1,,,,100000.061
3,,0.48008658,,,,,,300,10,,8,0,8,211,0.5,-0.199623137,1.008436098,13980.67569,-0.498358287
3,,1.666666667,,,,,,720,720,,1,0,,,,,,,
3,,,17.76450369,0.101669921,-0.233894654,-0.179159592,0.309464075,1000,1000,,9,1,8,32,,,,,
3,,,,,,,,500,,,,0,19,144,1,0.639115904,5.04170082,0.179646166,-0.747164998
3,,,,,,,,1000,1000,,5,1,8,192,0.6,-1.030206771,-0.510578198,-492160.9328,3690215.52
3,,,,,,,,2800,,,,0,8,221,1,1.37316428,24.23354326,0.025846135,0.176065666
3,,,,,,,,30,30,,,0,8,13,1,,0.99991089,-17338.90567,
3,,,,,,,,6000,0,,,0,8,212,1,1.06946785,1.004128431,1.502033107,2.101394546
3,,,,,,,,5,5,1,,0,8,61,,,,,
3,,1.057692308,4253.057351,0.884660743,-8.16E-05,-0.00083892,1.001879889,1000,1000,,4,0,8,238,0.666666667,-0.07427959,0.97551354,-1486853.372,25777199.7
3,,,,,,,,2000,2000,,4,0,,,,,,,
3,,,,,,,,0,0,,,0,,,,,,,
3,,0.333333333,-0.266584082,2.821257509,-0.329804203,0.043111209,0.037510456,6000,0,,,0,8,192,0.333333333,0.440541402,-0.215395804,-0.968820148,3336666.941
2,116.5821161,1.611111111,,,,,,31000,31000,2,30,0,8,162,0.333333333,-0.410030322,228.0637686,-217849.2646,348013333.6
2,116.5821161,1.611111111,,,,,,31000,31000,2,30,0,8,162,0.333333333,-0.410030322,228.0637686,-217849.2646,348013333.6
2,116.5821161,1.611111111,,,,,,31000,31000,2,30,0,8,162,0.333333333,-0.410030322,228.0637686,-217849.2646,348013333.6
2,,0.397559674,,,,,,50242.7863,39875.2567,11,13,0,15,168,0.666666667,-0.863506136,0.639310719,260552500,7276298334
2,,0.397559674,,,,,,50242.7863,39875.2567,11,13,0,15,168,0.666666667,-0.863506136,0.639310719,260552500,7276298334
2,,0.397559674,,,,,,50242.7863,39875.2567,11,13,0,15,168,0.666666667,-0.863506136,0.639310719,260552500,7276298334
3,,,,,,,,255.5,0,,4,1,8,238,1,-0.955029232,-6.702956794,-0.217913309,-2.14835481
3,,,,,,,,10,,,2,0,,,,,,,
3,,,,,,,,0,0,1,22,0,,,,,,,
3,,,,,,,,5000,0,,,0,,,,,,,
3,,0.428571429,,,,,,0,0,,23,0,20,170,0,0.040286816,-0.630420346,1.517712139,-0.403606459
3,,,,,,,,10,10,,,0,,,,,,,
3,,,,,,,,2000,2000,,4,0,8,238,1,1.014362927,0.981447597,-0.708728771,-0.639029437
3,195.5478537,0.990740741,,,,,,4000,4000,,18,0,8,192,0.333333333,1.335178781,1.124129259,23969132.86,4996666.552
3,,0.622377622,,,,,,100,100,,3,0,8,210,0.333333333,0.294506633,-1.00128068,-4766.193546,1042304.337
3,,0.841450216,0.727945914,3.371715769,-0.197031543,0.078660904,0.04987069,5000,0,,5,0,8,206,0.333333333,0.078138618,0.999995497,-228570.1026,33333333.48
3,,,,,,,,5000,5000,,3,0,8,51,-1,,,,646300.5538
3,,,,,,,,,0,,,0,,,,,,,
3,,,,,,,,10,,,,0,8,61,,,,,
3,,,,,,,,100,0,,,0,,,,,,,
3,,,,,,,,500,0,,,0,8,206,-1,-0.012438283,0.9004244,-1.788655239,-0.00845041
3,,,,,,,,1000,1000,1,34,0,,,,,,,
3,,,,,,,,200,0,,2,1,8,222,-1,0.775353131,0.55781299,1.359528305,0.993855836
3,,0.766666667,3643.49974,1.070368172,-0.001349712,0.001447596,0.98978104,1280,1280,,14,0,8,211,1,-0.816400045,0.999933511,-5075.173976,18373899.31
3,,,,,,,,15,,,1,0,,,,,,,
3,,0.933333333,9.485688988,0.017932359,-0.08168451,-0.460593645,-0.180149579,10,,,,0,,,,,,,
3,,,,,,,,20,,,,0,,,,,,,
3,,,,,,,,0,0,,2,0,,,,,,,
3,,,,,,,,,0,,1,0,,,,,,,
2,,0.394197643,,,,,,5000,0,,30,0,8,238,0,-0.005486058,0.948443011,-6762319.526,898846749.5
2,,0.394197643,,,,,,5000,0,,30,0,8,238,0,-0.005486058,0.948443011,-6762319.526,898846749.5
2,,0.394197643,,,,,,5000,0,,30,0,8,238,0,-0.005486058,0.948443011,-6762319.526,898846749.5
3,312.2611911,0.642857143,,,,,,5000,100,,35,0,8,177,-0.333333333,0.746219224,0.991975684,-920862.3915,5447143.382
3,,,,,,,,4000,4000,,6,0,,,,,,,
3,,0.571428571,,,,,,500,500,,,0,,,,,,,
3,,0.583333333,,,,,,0,0,1,5,0,,,,,,,
3,,,,,,,,5000,0,,4,0,8,222,1,0.246002246,-0.335325385,-2.154514887,0.352432556
2,,1.183333333,,,,,,11100,11100,1,10,1,19,238,0.2,-1.563308886,0.952784312,-497473.0479,68938600.56
0,,,,,,,,11000,11000,,65,0,8,67,,,,,
0,,,,,,,,11000,11000,,65,0,8,67,,,,,
3,60.11052408,1.544444444,,,,,,1000,538,,13,0,8,192,0,0.17955193,0.792086427,-5040.500314,1335634.881
3,,,,,,,,50,50,,,0,,,,,,,
3,,,,,,,,50,,,1,0,,,,,,,
3,,1.033125371,,,,,,6,6,,6,0,,,,,,,
3,,,,,,,,1000,0,,,0,,,,,,,
3,100.3567634,0.364285714,10998.96438,0.000563676,-0.680255882,-0.406404097,0.154979329,2000,0,,,0,19,210,1,-0.786499014,0.618294537,-2.00627746,0.465921284
3,,,,,,,,1000,1000,,6,1,8,238,0.5,0.009465046,0.875598023,-517548.3439,3333333.64
3,,,,,,,,50,0,,,0,,,,,,,
3,,,,,,,,100,,,,0,,,,,,,
2,18.05965831,0.632795699,,,,,,12080,12080,4,15,0,8,172,0.333333333,0.100486319,0.366969565,6771582.35,134261000.3
2,18.05965831,0.632795699,,,,,,12080,12080,4,15,0,8,172,0.333333333,0.100486319,0.366969565,6771582.35,134261000.3
3,,,,,,,,1000,,,,0,,,,,,,
3,,,,,,,,3000,3000,,3,0,,,,,,,
3,,,,,,,,100,,,3,0,8,61,,,,,
3,,,,,,,,500,0,,,0,8,211,1,-0.723116173,-1.791450919,-0.261002914,1.073798209
3,,,,,,,,10000,0,,3,0,8,206,1,0.261278245,-1.547650161,-22481.83732,-0.226731472
3,,,1000.532838,0.001255878,-1.105026361,1.900057508,0.362537346,1000,1000,,2,1,8,195,0.333333333,0.564914644,0.265847889,-81130.42368,1667237.222
1,,,,,,,,1000,1000,,4,0,19,172,-1,1.095755489,-8.409591499,-0.021876662,-0.345535371
3,,,,,,,,,0,,,0,15,168,-1,-0.745042695,1.057198511,2.219122941,0.910392799
3,,,,,,,,0,,,2,0,,,,,,,
3,,,,,,,,3,,,,0,,,,,,,
3,,0.523809524,,,,,,27.4,550,,12,0,,,,,,,
3,,,,,,,,1000,1000,,,0,8,222,1,1.875942813,-2.292899869,-0.454241783,-0.349914445
3,,,,,,,,100,,,,0,,,,,,,
3,,0.497192982,,,,,,0,0,,,0,15,168,1,-0.287940912,-0.087671662,-0.283285902,301492000.2
3,,1,,,,,,0,0,,4,0,,,,,,,
3,,,,,,,,2000,0,,,1,8,222,0,0.350285271,-0.367646288,-1.017708206,0.655385113
3,,,,,,,,50,50,1,14,0,8,182,-1,-0.463015419,0.219269209,-1.691212791,0.390318299
3,,,,,,,,0,0,,,0,8,23,0,,,,1.084696167
2,,1.058008658,1626.641153,1.880401271,0.073829999,-0.368606817,0.086845036,200,200,,8,0,8,135,0.5,-0.063656936,0.701539127,666.4129121,8560.327731
3,,,,,,,,200,0,,8,0,8,210,1,1.270037038,-5.232457234,0.488858455,999.5615318
3,,,,,,,,1100,1100,,17,0,,,,,,,
3,,,,,,,,10,10,1,,0,19,211,0.333333333,1.161105984,-3.472541089,0.219176273,66666.9306
2,,0.48443822,,,,,,2700,3000,,5,0,19,238,0.333333333,-0.570789782,0.967631387,72937.9643,28081865.87
2,,0.48443822,,,,,,2700,3000,,5,0,19,238,0.333333333,-0.570789782,0.967631387,72937.9643,28081865.87
2,,0.48443822,,,,,,2700,3000,,5,0,19,238,0.333333333,-0.570789782,0.967631387,72937.9643,28081865.87
2,,,,,,,,1000,0,,1,0,19,211,0,-0.106556631,0.22054948,-18169.96618,0.33828132
3,,0.661375661,,,-0.603621723,-0.067129215,,0,0,1,10,0,,,,,,,
3,,,,,,,,50,50,1,6,0,8,221,0,1.143444393,0.293015218,-5042.505186,241683.6077
3,,,,,,,,1000,1000,,4,1,,,,,,,
3,,,,,,,,3,3,,4,0,8,206,0,1.013714501,-2.648912231,-5999.593835,1.863562263
3,,,,,,,,100,100,,,0,,,,,,,
3,,1.393939394,,,,,,50,50,,,0,8,153,0,0.831625834,1.555027686,-27164.60755,82351.55501
3,,0.943589744,,,,,,100,100,,11,0,8,211,0.5,-0.103925529,2.348044448,1701.894043,998045.4156
3,,,,,,,,2,0,,,0,,,,,,,
3,,,,,,,,50,50,,,0,,,,,,,
3,,,,,,,,10000,0,,11,1,8,238,-1,1.810332554,1.940594374,-0.834742819,-0.39271612
3,,0.706565657,1492.311386,0.212882321,-0.036603094,0.007997878,1.006423284,5000,2000,,2,0,8,192,0.5,0.244484315,-0.292813854,-1.342076358,9395600.342
2,174.5167597,0.283333333,,,,,,1200,120,,36,0,8,193,0.666666667,-0.893010046,-0.180933418,-5144672.253,13170166.23
2,,1.3,13365.40626,1.083197842,-0.287777156,-0.074542688,1453.974239,2500,2500,3,8,0,25,172,1,-0.220332665,0.999980487,-141135.6147,2.58E+11
3,,,,,,,,2500,2500,,6,0,,,,,,,
3,,0.766025641,,,-1.435649791,-1.440113424,,0,0,1,3,0,15,168,1,0.076771918,-2.233465931,-1.347025645,-0.268543205
3,,0.840811966,,,1.893197098,1.04203176,,,0,2,,0,,,,,,,
3,,,21.40343779,0.996771103,0.00975234,0.218556588,1.03719956,1000,0,,8,0,19,222,0,-0.517161268,1.211384446,-14619.44565,0.303614546
3,,1.375,,,,,,0,0,,,0,19,208,1,-0.2065672,0.111914401,0.396795723,0.605075306
3,,,,,,,,10,,,,0,,,,,,,
3,,,,,,,,50,,,3,0,,,,,,,
3,,0.433333333,,,,,,3,3,,11,0,19,210,-0.333333333,0.946551706,-53.47414995,-52.11964624,6010.769458
3,10.41849925,0.503571429,,,,,,5000,0,,7,0,5,123,0,-0.243080669,0.98912665,-21521325.11,100406316.5
3,,0.767460317,,,,,,0,0,1,8,0,,,,,,,
3,,,,,,,,3000,0,,,0,8,211,-1,-0.081607588,2.7100686,0.331947162,-0.446095061
3,,1.002777778,125628.9526,0.082332574,0.845310067,2.655897331,1.792187999,30000,30000,,15,0,,,,,,,
3,,,,,,,,200,0,,,0,19,211,1,-0.869853321,-0.556257841,-0.424477309,-1.188781365
3,,,,,,,,0,0,,5,0,,,,,,,
3,,,,,,,,0,0,,,0,,,,,,,
3,,,,,,,,80,,,,0,,,,,,,
3,,,,,,,,100,100,,15,0,,,,,,,
3,,,,,,,,1000,,,,0,,,,,,,
3,,,,,,,,0,0,1,18,0,,,,,,,
3,,,,,,,,10000,0,,,0,,,,,,,
3,,0.452861953,,,,,,0,0,1,10,0,,,,,,,
3,,,,,,,,5000,5000,,59,0,8,206,-1,0.232776262,-2.193094707,-12185.81474,2476.689176
3,,,,,,,,120,0,,,0,,,,,,,
3,,,,,,,,118.5,,,,0,,,,,,,
3,,,-0.858367308,0.162965756,-11.68706273,66.7248539,-3.060901314,3,0,,,0,19,55,1,,,,-0.006232871
3,,,,,,,,100,100,,,0,,,,,,,
3,,0.38420937,,,,,,14700.0555,8270,,34,0,8,109,0.2,0.718414429,1.081095936,-81592.80779,75081560.75
3,,1.046296296,22.82229688,0.014724876,1.978918743,-0.999953653,0.153010225,3,3,,,0,8,61,,,,,
2,,,,,,,,10,10,,1,0,,,,,,,
3,,,,,,,,2000,2000,,2,0,,,,,,,
3,,,,,,,,0,0,,,0,,,,,,,
3,,,,,,,,114,,,1,0,25,165,1,1.123735635,0.800110161,-0.137852433,-0.412550552
3,,0.580116959,,,1.494832877,1.492009846,,0,0,1,6,0,,,,,,,
3,,,,,,,,30000,0,,,0,,,,,,,
3,,,,,,,,1500,1500,,,0,,,,,,,
3,,,,,,,,0,0,,,1,,,,,,,
3,,,,,,,,1000,0,,,0,,,,,,,
3,,,998.9533516,3.16E-05,-1.02925782,0.131534749,-0.354388604,1000,1000,1,4,1,8,50,,,,,
3,,0.244444444,,,,,,500,0,,,0,,,,,,,
3,,,,,,,,10,10,,4,0,5,210,-1,-0.735647213,-0.068797339,-0.93948172,1.304595753
3,,,,,,,,6000,0,,,0,,,,,,,
3,,0.245098039,39333.83474,1.02437295,-20.1138715,-20.11321621,1.000655509,1000,1000,,11,0,8,192,-0.333333333,-0.020731032,0.987786144,-3692424.87,250449333.5
3,,1.057142857,,,-0.114685287,0.6897584,,0,0,1,14,0,,,,,,,
3,,,,,,,,100,0,,,1,8,211,1,0.034488578,0.157796248,-1.725665776,-0.492849111
3,,,,,,,,0,0,,,0,8,211,1,0.46983513,2.670891187,0.180763975,1.976938154
2,,0.653941494,,,,,,0,,1,12,0,9,167,0,-0.663633738,8.524578395,0.472430756,0.310228559
3,,0.822222222,,,,4.507910092,,0,,,,0,19,222,1,-0.425767492,1.03872317,-0.756125447,-1.912057595
3,,,,,,,,1000,0,,2,0,,,,,,,
3,,,,,,,,3000,,,1,0,,,,,,,
3,,,,,,,,50,0,,,0,8,211,-1,0.099480609,0.461801201,-0.92239185,-0.06623068
3,,,,,,,,500,0,,,0,,,,,,,
3,,,,,,,,2000,0,,,0,,,,,,,
3,,0.27294197,,,,,,40000,0,,22,0,8,234,-1,0.466998595,-0.501704404,-2.56328909,0.523047427
3,,,,,,,,560,,,,0,8,140,1,-1.046978282,-1.685748171,-0.22888988,1.257745113
3,,,,,,,,3,3,,1,0,,,,,,,
3,,,99.59244001,-0.009441676,-0.526277286,2.240006531,0.923372021,100,0,,6,0,19,204,0,0.949113673,-0.172875165,0.701885077,48.61318318
3,,,,,,,,50,0,,,0,,,,,,,
3,,,,,,,,1000,0,1,4,0,,,,,,,
3,,,,,,,,50,50,,,0,8,182,1,0.417599677,0.55654949,-65.05319322,16.23067057
3,,,,,,,,1000,0,,,0,,,,,,,
3,49.18803709,1.285185185,,,,,,100,100,,3,0,19,222,0.2,-0.296882416,0.534575176,-3634.017935,250024.3014
3,,,,,,,,0,0,,,0,,,,,,,
2,,0.48443822,,,,,,2700,3000,,5,0,19,238,0.333333333,-0.570789782,0.967631387,72937.9643,28081865.87
2,,0.48443822,,,,,,2700,3000,,5,0,19,238,0.333333333,-0.570789782,0.967631387,72937.9643,28081865.87
2,,0.48443822,,,,,,2700,3000,,5,0,19,238,0.333333333,-0.570789782,0.967631387,72937.9643,28081865.87
3,,2.875,,,,,,1000,1000,,,0,19,222,0.333333333,0.463290968,0.891757049,-2359.888213,5000125.063
3,,,,,,,,116,0,,,0,,,,,,,
3,,,,,,,,500,500,,5,0,8,222,1,0.78530852,0.2155566,0.802317683,2499999.323
3,,,,,,,,50,0,,,0,,,,,,,
3,,0.54040404,,,,,,15000,15000,,32,0,19,222,1,0.791979661,1.571397328,-7810368.51,570327000.1
3,,,,,,,,0.5,0,,3,0,,,,,,,
2,,,,,,,,10080,10080,,6,0,8,210,0,-1.360552777,0.255743854,-21620.80334,36592250.4
3,,,,,,,,100,100,,5,0,8,55,,,,,
3,,,,,,,,100,100,1,,0,19,211,-1,1.781075696,0.663872399,1.003911926,-0.528705668
3,,,,,,,,50,50,,,0,8,68,0,,1.000979462,-676.7158434,498716.0397
3,151.2184498,0.454545455,,,,,,50,0,,14,0,19,222,0.333333333,-0.356131188,-5.133971234,-0.908027644,833334.4763
3,,,,,,,,200,0,,,0,8,211,1,-0.04508434,0.663235003,1.424071339,0.952752846
3,,,,,,,,1000,0,,2,0,8,211,1,1.612283481,-0.295966572,-1.713986428,0.110096601
3,,,,,,,,200,,,8,0,,,,,,,
3,294.6290397,0.888888889,,,,,,4,4,,9,0,8,211,-1,-0.940579475,-1.26653334,-1.033158559,-0.54764091
3,,0.619047619,5.413042199,0.073798569,0.983652285,-2.470828616,1.869943175,200,0,,14,0,8,214,1,0.902469161,-3.008605955,-0.657902558,2000001.771
3,,,,,,,,100,0,,,0,,,,,,,
3,,,,,,,,1000,1000,,10,0,,,,,,,
3,,,,,,,,300,0,,17,0,19,210,1,0.111090478,10.40258411,0.152744962,-0.173082032
3,,,,,,,,5000,0,,,0,8,195,-1,0.910086104,-4.35284841,-0.23350925,49999.40631
3,,0.363636364,,,,,,0,0,1,6,0,,,,,,,
3,,,,,,,,1000,0,,,0,,,,,,,
3,,,,,,,,0,,,2,0,,,,,,,
3,,,,,,,,1000,,,1,0,,,,,,,
0,,,,,,,,2000,2000,,7,0,8,66,,,,,
3,,,,,,,,0,,,,0,,,,,,,
3,,,,,,,,100,,,3,0,8,61,,,,,
2,,,,,,,,3,3,,3,0,,,,,,,
1,,,,,,,,6000,6000,,,0,19,206,-1,-1.273883351,-0.708643598,0.172543504,0.14814276
3,,1.161111111,3.935703617,-0.187956322,-10.36922415,-7.792481575,-4.064260893,5000,0,,,0,8,222,1,-0.640939051,0.853464434,-0.620786975,0.707176848
3,,0.523809524,,,,,,0,0,1,2,0,9,168,-0.333333333,1.8885123,-0.047283267,0.586753543,130535.556
3,,,,,,,,33,33,,,0,8,55,-1,,,,34.14474796
3,,,,,,,,10,,,5,0,,,,,,,
3,,,,,,,,,,,,0,,,,,,,
3,98.69371033,,,,,,,100,100,,21,0,,,,,,,
2,,0,,,,,,18500,18500,1,12,1,19,210,0.5,-1.111528736,-3.371788017,-5259010.119,211841500.1
3,0.682821628,0.666666667,,,,,,2000,2000,,47,0,8,140,0.428571429,-0.073767909,0.941778158,1844395.359,98556749.83
3,,0.571428571,13.57131049,-0.25196105,-1.227268571,-1.48957117,-1.527808321,10,10,,44,0,8,222,-1,1.085532174,0.019147777,-1.617898512,-0.657569304
3,,0.648148148,,,,,,1000,0,,4,0,8,195,-0.5,1.485513161,0.849606888,-2156.677318,3333332.82
3,1071.658159,0.164614122,3230.630099,0.782301518,9.974538837,9.975144046,1.266590962,300,300,,18,0,8,206,0.6,-0.36935975,1.001426821,1456957.685,21053060.22
3,,,,,,,,100,0,,,0,,,,,,,
3,,,,,,,,2000,0,,,1,8,222,0,-1.001539351,45.05785601,-0.369881067,0.648885465
3,,,,,,,,2000,0,,,0,19,210,1,2.151830108,2.024863693,-29194.85118,0.546354773
3,,,,,,,,3000,0,,,0,,,,,,,
3,,1.130952381,,,,,,500,0,,2,0,8,195,0,-0.415103659,1.000300994,-42126.59344,21166.92932
3,,0.319480519,,,,,,12500,0,,,0,19,211,1,0.710757171,-0.777704974,0.564193014,25000.57623
3,,,,,,,,14800,,,90,0,,,,,,,
3,,,1000.613864,0.000346426,-1.665074193,-1.335582673,-1.06250717,1000,1000,,5,0,8,1,0,,,,10000000.65
3,,,,,,,,10,10,1,,0,,,,,,,
3,,0.366666667,,,,,,36000,11300,,41,0,8,206,-1,-0.0760517,0.787988693,-62267898.66,2657219999
3,,0.292592593,500.1137652,-0.003060477,-0.879346764,-17.12673509,-11.03725778,500,500,,5,0,8,211,0,0.83999197,0.998890848,56589.54963,5015001.331
3,,,,,,,,100,100,,7,0,8,193,0,0.003010982,-2.488147383,0.400659552,477214.2604
3,,,,,,,,1000,1000,,,0,8,61,,,,,
3,,,,,,,,1000,1000,,7,0,,,,,,,
3,,0.679487179,4886.443964,-4.60E-05,,,,500,5000,,7,0,8,238,0.666666667,-0.128295633,0.999692427,247880.8591,33088333.07
3,,0.854166667,,,,,,0,0,,13,0,8,170,-1,1.370592716,0.310649451,-1.360214976,1.104991439
3,,,,,,,,100,0,,,0,,,,,,,
3,,0.5,2204221.547,-2.48E-07,0.000243576,-0.000292148,1.10939327,200,200,,2,0,8,206,0.5,-0.026864524,0.749803242,34161.9924,2201033.113
3,,,,,,,,100,0,,,0,8,210,0,-1.421916531,1.36879002,1.347643217,0.253390199
3,,,,,,,,1000,0,,,0,8,192,1,-0.189973079,0.447855791,-667.6068836,6666667.153
3,,0.85,50.81837843,-0.008134346,-502.3500892,-17033.58733,3945.030096,50,50,,2,0,,,,,,,
3,,,,,,,,15,,,,0,,,,,,,
3,,,,,,,,0,,,,0,,,,,,,
3,,,,,,,,1000,1000,,1,1,8,192,0,1.337225844,3.463325635,-1123.253806,80957333.26
3,,,2.004321056,0.971793675,-0.428793601,1.3894377,0.634931261,1000,0,,,1,8,206,0.333333333,-0.658987296,6.337883132,-666.5404163,-0.03230386
3,,0.212505013,,,6.994706078,6.673420189,,0,0,,5,0,9,14,,,,,
3,,,,,,,,10,,,,0,,,,,,,
3,,1.222222222,1000.5064,0.000790149,1.321555604,0.439988934,-1.802493267,1000,1000,,2,1,8,192,-1,-0.689239481,0.902333909,0.661569361,0.168561791
3,,,,,,,,3,0,,,0,,,,,,,
2,,,,,,,,0,0,,11,0,,,,,,,
3,,,,,,,,500,0,,,0,,,,,,,
3,,,-0.155075428,2.337819231,0.310917083,1.025428251,0.132571913,100,0,,,0,8,211,1,1.394601462,-1.423163878,0.266983503,0.914046386
3,,,,,,,,3000,1135,,5,0,,,,,,,
3,,,,,,,,300,300,,2,0,8,222,1,-0.519750047,1.466241332,-37669.9935,1869028.082
3,,1.609126984,11.6523449,-0.213709639,-9.712826325,-0.763784916,12.34457013,20,20,,4,0,8,210,0.2,0.546684576,0.741289463,-3999.288919,159999.5102
3,,,,,,,,200,,,,0,19,206,1,-1.034987224,1.213117677,-0.817339619,0.194391034
3,,,,,,,,100,0,1,,0,,,,,,,
3,,1.333333333,0.474709059,-0.443172629,1.8461181,-0.944391325,0.450342799,1000,0,,,0,,,,,,,
3,,,,,,,,10,0,,,0,8,211,1,-0.776722795,1.763406087,-0.321058333,0.351831459
3,,1.5,,,,,,50,50,1,14,0,,,,,,,
3,,,,,,,,2000,2000,,6,0,8,67,,,,,
3,,,,,,,,0,0,,,0,,,,,,,
3,,,,,,,,5,0,,,0,8,147,1,0.36897538,0.810135824,0.224786528,0.475367263
3,,,,,,,,,0,,,0,8,210,1,-1.126821466,1.085280296,0.889966148,-0.955407927
3,,2.2,,,,,,500,0,,,0,19,206,0,-0.916916684,-0.696147818,-11999.42936,8000.586434
3,,1.671428571,,,,,,500,50,,6,0,19,206,0.5,0.14827376,1.000970631,72275.52753,294239.0125
3,,,,,,,,500,,,,0,,,,,,,
3,,,,,,,,0,,,,0,,,,,,,
3,,,,,,,,5000,0,,,0,8,55,1,,,,48.68686039
3,,0.658730159,27.28019377,1.027403522,1.411152866,0.741563595,-0.077638208,0.25,0,,2,0,,,,,,,
3,,,,,,,,1000,1000,,6,1,8,216,1,1.76781112,-1.693639529,-196.1210193,7489105.755
0,,,,,,,,200,0,,,0,19,210,1,-0.522159144,-0.128766333,-1.623020477,0.84584228
3,,,,,,,,10,10,,2,0,,,,,,,
3,48.32851289,0.844444444,,,,,,1000,1000,,7,0,8,192,0.333333333,0.474698039,0.999985375,-72564.48119,9739751.863
3,,,,,,,,100,0,,,0,8,56,1,,1.000509736,-2884.025826,100.1673912
2,,1.297619048,,,,,,16000,16000,2,4,0,19,221,0,0.026738264,3.10352575,-327999.4387,101682333.5
3,,,,,,,,20,,,,0,,,,,,,
3,,,,,,,,10,10,,,0,8,55,,,,,
3,,,,,,,,20,20,1,17,0,19,211,1,-0.218517315,0.893647143,0.412546372,-1.487334076
3,,1.333333333,,,,,,50,,,5,0,17,214,-1,0.472265337,2.021785596,-860.3455958,20698.74894
3,,0.512606787,,,,,,0,0,1,17,0,,,,,,,
3,,,9139349.756,0.002207506,4.81E-06,2.00E-06,0.99998786,1000,1000,,11,1,8,67,-1,,1.000013925,-131747.2138,9202014.15
3,,,,,,,,2000,0,,,0,8,56,1,,0.999880179,-2297.258742,1999.87515
3,,,,,,,,0,0,,,1,8,210,1,-1.754675815,0.617992325,-0.777131477,0.54774788
3,,,,,,,,0,0,1,53,0,,,,,,,
3,,0.962121212,,,,,,0,0,,6,0,8,188,1,-0.138294684,1.000841242,-26286.0381,9999.86737
3,,1,,,,,,2000,2000,,3,0,8,165,0,0.831591573,-1.352735645,-1.3069002,0.630302832
3,,,,,,,,10,,,6,0,,,,,,,
3,,,,,,,,3,,,,0,,,,,,,
3,,,,,,,,51,51,,3,0,19,240,1,1.137542224,0.381772072,-1.031443473,0.612747167
3,,1.016666667,,,,,,0,0,1,20,0,,,,,,,
3,,,,,,,,10000,0,,,0,,,,,,,
3,,0.484848485,,,2.613688211,1.946334573,,0,0,1,6,0,,,,,,,
3,,0.34057971,428210.0967,0.839074618,-0.435205836,-0.434126317,1.000667435,10869.08,10869.08,,15,0,6,223,1,0.912049705,-0.863630615,-821249.716,1632160000
